omim_id	omim_title	omim_description	omim_phenotype	api_lethal_hits	phenotype	section_matched	search_term	gene_symbol	hgnc_id	phenotypes	mode_of_inheritance	needs_date_check	lethal_hit_phenotype_included	lethality_quote	lethality_category_hpo	evidence_from_proband	evidence_from_family_members	disease_gene_lethal	gene_lethal	gene_lethal_summary	all_lethality_categories	earliest_lethality_category	merged_earliest_lethality_category
619828	SPERMATOGENIC FAILURE 70	Spermatogenic failure 70, 619828 (3)	Spermatogenic failure 70	n	-	-	-	PDHA2	HGNC:8807	Spermatogenic failure 70, 619828 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619831	SPERMATOGENIC FAILURE 71	Spermatogenic failure 71, 619831 (3)	Spermatogenic failure 71	n	-	-	-	ZSWIM7	HGNC:26993	Spermatogenic failure 71, 619831 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619832	AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT 3	Auditory neuropathy, autosomal dominant 3, 619832 (3)	Auditory neuropathy, autosomal dominant 3	n	-	-	-	TMEM43	HGNC:28472	Auditory neuropathy, autosomal dominant 3, 619832 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L6|LU	L6	post-infant-lethal
619833	NEURODEVELOPMENTAL DISORDER WITH NEUROMUSCULAR AND SKELETAL ABNORMALITIES	Neurodevelopmental disorder with neuromuscular and skeletal abnormalities, 619833 (3)	Neurodevelopmental disorder with neuromuscular and skeletal abnormalities	y	NEURODEVELOPMENTAL DISORDER WITH NEUROMUSCULAR AND SKELETAL ABNORMALITIES; NEDNMS	Clinical Features	died	NRCAM	HGNC:7994	Neurodevelopmental disorder with neuromuscular and skeletal abnormalities, 619833 (3), Autosomal recessive	Autosomal recessive	y	y	[she died at age 21 months]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
619835	3-METHYLGLUTACONIC ACIDURIA, TYPE VIIA	3-methylglutaconic aciduria, type VIIA, autosomal dominant, 619835 (3)	3-methylglutaconic aciduria, type VIIA, autosomal dominant	y	3-METHYLGLUTACONIC ACIDURIA, TYPE VIIA; MGCA7A	Clinical Features	died	CLPB	HGNC:30664	3-methylglutaconic aciduria, type VIIA, autosomal dominant, 619835 (3), Autosomal dominant	Autosomal dominant	y	y	[The least affected individual (P6) had mild speech delay and no seizures, whereas the most severely affected individual (P2) had early-onset seizures and essentially no development and died of respiratory failure at age 19 months]	L3	y	-	lethal	ambiguous|lethal	lethal	L2|L3	L2	pre-infant-lethal
619836	HYPOALPHALIPOPROTEINEMIA, PRIMARY, 2, INTERMEDIATE	Hypoalphalipoproteinemia, primary, 2, intermediate, 619836 (3)	Hypoalphalipoproteinemia, primary, 2, intermediate	n	-	-	-	APOA1	HGNC:600	Hypoalphalipoproteinemia, primary, 2, intermediate, 619836 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	ambiguous|lethal|nonlethal	lethal|nonlethal	LU	LU	post-infant-lethal
619840	MACROTHROMBOCYTOPENIA, ISOLATED, 2, AUTOSOMAL DOMINANT	Macrothrombocytopenia, isolated, 2, autosomal dominant, 619840 (3)	Macrothrombocytopenia, isolated, 2, autosomal dominant	n	-	-	-	TUBA8	HGNC:12410	Macrothrombocytopenia, isolated, 2, autosomal dominant, 619840 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619841	CHILTON-OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME	Chilton-Okur-Chung neurodevelopmental syndrome, 619841 (3)	Chilton-Okur-Chung neurodevelopmental syndrome	n	-	-	-	CDC42BPB	HGNC:1738	Chilton-Okur-Chung neurodevelopmental syndrome, 619841 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619844	INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT PERIPHERAL NEUROPATHY	Intellectual developmental disorder with or without peripheral neuropathy, 619844 (3)	Intellectual developmental disorder with or without peripheral neuropathy	n	-	-	-	NUDT2	HGNC:8049	Intellectual developmental disorder with or without peripheral neuropathy, 619844 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619845	RETINITIS PIGMENTOSA 93	Retinitis pigmentosa 93, 619845 (3)	Retinitis pigmentosa 93	n	-	-	-	CC2D2A	HGNC:29253	Retinitis pigmentosa 93, 619845 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L1	L1	pre-infant-lethal
619847	NEURODEGENERATION, CHILDHOOD-ONSET, WITH PROGRESSIVE MICROCEPHALY	Neurodegeneration, childhood-onset, with progressive microcephaly, 619847 (3)	Neurodegeneration, childhood-onset, with progressive microcephaly	y	NEURODEGENERATION, CHILDHOOD-ONSET, WITH PROGRESSIVE MICROCEPHALY; CONPM	Description|Clinical Features|Clinical Synopsis	death|deaths	DTYMK	HGNC:3061	Neurodegeneration, childhood-onset, with progressive microcephaly, 619847 (3), Autosomal recessive	Autosomal recessive	y	y	[resulting in death at 18 and 32 months, respectively]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
619849	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 9	Cholestasis, progressive familial intrahepatic, 9, 619849 (3)	Cholestasis, progressive familial intrahepatic, 9	n	-	-	-	ZFYVE19	HGNC:20758	Cholestasis, progressive familial intrahepatic, 9, 619849 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619854	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, IMPAIRED SPEECH, AND BEHAVIORAL ABNORMALITIES	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities, 619854 (3)	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities	n	-	-	-	GNAI1	HGNC:4384	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities, 619854 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619855	THYROID HORMONE METABOLISM, ABNORMAL, 2	Thyroid hormone metabolism, abnormal, 2, 619855 (3)	Thyroid hormone metabolism, abnormal, 2	n	-	-	-	DIO1	HGNC:2883	Thyroid hormone metabolism, abnormal, 2, 619855 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619858	AUTOINFLAMMATORY-PANCYTOPENIA SYNDROME	Autoinflammatory-pancytopenia syndrome, 619858 (3)	Autoinflammatory-pancytopenia syndrome	y	AUTOINFLAMMATORY-PANCYTOPENIA SYNDROME; AIPCS	Phenotype	lethal	DNASE2	HGNC:2960	Autoinflammatory-pancytopenia syndrome, 619858 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous	ambiguous	-	-	-
619862	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 32	Spinocerebellar ataxia, autosomal recessive 32, 619862 (3)	Spinocerebellar ataxia, autosomal recessive 32	n	-	-	-	PRDX3	HGNC:9354	Spinocerebellar ataxia, autosomal recessive 32, 619862 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619868	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 10	Cholestasis, progressive familial intrahepatic, 10, 619868 (3)	Cholestasis, progressive familial intrahepatic, 10	y	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 10; PFIC10	Clinical Features	died	MYO5B	HGNC:7603	Cholestasis, progressive familial intrahepatic, 10, 619868 (3), Autosomal recessive	Autosomal recessive	y	y	[One patient (P3) died of the disease while listed for liver transplant.]	LU	y	-	lethal	lethal	lethal	L3|LU	L3	pre-infant-lethal
619869	NEUROCARDIOFACIODIGITAL SYNDROME	Neurocardiofaciodigital syndrome, 619869 (3)	Neurocardiofaciodigital syndrome	n	-	-	-	MAPKAPK5	HGNC:6889	Neurocardiofaciodigital syndrome, 619869 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619871	CORNEAL DYSTROPHY, PUNCTIFORM AND POLYCHROMATIC PRE-DESCEMET	Corneal dystrophy, punctiform and polychromatic pre-Descemet, 619871 (3)	Corneal dystrophy, punctiform and polychromatic pre-Descemet	n	-	-	-	PRDX3	HGNC:9354	Corneal dystrophy, punctiform and polychromatic pre-Descemet, 619871 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619873	PARENTI-MIGNOT NEURODEVELOPMENTAL SYNDROME	Parenti-Mignot neurodevelopmental syndrome, 619873 (3)	Parenti-Mignot neurodevelopmental syndrome	n	-	-	-	CHD5	HGNC:16816	Parenti-Mignot neurodevelopmental syndrome, 619873 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619876	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, NYSTAGMUS, AND SEIZURES	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures, 619876 (3)	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures	y	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, NYSTAGMUS, AND SEIZURES; NEDMHS	Description|Clinical Features|Clinical Synopsis	death|deaths|died	CPSF3	HGNC:2326	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures, 619876 (3), Autosomal recessive	Autosomal recessive	y	y	[5 died of pneumonia or respiratory failure between 1 and 7 years of age. ]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
619877	DENTICI-NOVELLI NEURODEVELOPMENTAL SYNDROME	Dentici-Novelli neurodevelopmental syndrome, 619877 (3)	Dentici-Novelli neurodevelopmental syndrome	y	DENTICI-NOVELLI NEURODEVELOPMENTAL SYNDROME; DENNED	Clinical Features	died	ZNF526	HGNC:29415	Dentici-Novelli neurodevelopmental syndrome, 619877 (3), Autosomal recessive	Autosomal recessive	y	y	[One patient died at 5 years of age]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
619879	MECKEL SYNDROME 14	Meckel syndrome 14, 619879 (3)	Meckel syndrome 14	y	MECKEL SYNDROME 14; MKS14	Description|Clinical Features|Clinical Synopsis	death|deaths|lethal|stillbirth|stillbirths|died|pregnancy_loss|pregnancy_losses|stillborn	TXNDC15	HGNC:20652	Meckel syndrome 14, 619879 (3), Autosomal recessive	Autosomal recessive	y	y	[was a stillborn male infant É a history of 2 pregnancy losses]	L1	y	y	lethal	lethal	lethal	L1	L1	pre-infant-lethal
619881	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 102	Developmental and epileptic encephalopathy 102, 619881 (3)	Developmental and epileptic encephalopathy 102	n	-	-	-	SLC38A3	HGNC:18044	Developmental and epileptic encephalopathy 102, 619881 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619884	OSTEOPOROSIS, CHILDHOOD- OR JUVENILE-ONSET, WITH DEVELOPMENTAL DELAY	Osteoporosis, childhood- or juvenile-onset, with developmental delay, 619884 (3)	Osteoporosis, childhood- or juvenile-onset, with developmental delay	n	-	-	-	COPB2	HGNC:2232	Osteoporosis, childhood- or juvenile-onset, with developmental delay, 619884 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619887	RENAL HYPODYSPLASIA/APLASIA 4	Renal hypodysplasia/aplasia 4, 619887 (3)	Renal hypodysplasia/aplasia 4	y	RENAL HYPODYSPLASIA/APLASIA 4; RHDA4	Clinical Features|Clinical Synopsis|Phenotype	died|miscarriage|miscarriages|death|deaths	GFRA1	HGNC:4243	Renal hypodysplasia/aplasia 4, 619887 (3), Autosomal recessive	Autosomal recessive	y	y	[died soon after birth .. miscarriages of their first and fourth pregnancies and terminated the second and third pregnancies due to BRA]	L1	y	y	lethal	lethal	lethal	L1	L1	pre-infant-lethal
619895	HOLOPROSENCEPHALY 14	Holoprosencephaly 14, 619895 (3)	Holoprosencephaly 14	y	HOLOPROSENCEPHALY 14; HPE14	Clinical Features|Clinical Synopsis|Phenotype	died|death|deaths	PLCH1	HGNC:29185	Holoprosencephaly 14, 619895 (3), Autosomal recessive	Autosomal recessive	y	y	[died shortly after birth]	L2	y	-	lethal	lethal	lethal	L2	L2	pre-infant-lethal
619897	CARDIOMYOPATHY, DILATED, 2G	Cardiomyopathy, dilated, 2G, 619897 (3)	Cardiomyopathy, dilated, 2G	y	CARDIOMYOPATHY, DILATED, 2G; CMD2G	Clinical Features|Clinical Synopsis|Phenotype	died|lethal|death|deaths	LMOD2	HGNC:6648	Cardiomyopathy, dilated, 2G, 619897 (3), Autosomal recessive	Autosomal recessive	y	y	[died at 24 days of life É died 12 hours after withdrawal of support at age 31 days .. died at 17 hours of life. .. Family history included a paternal uncle in a consanguineous marriage who had 4 infants who died in the first 6 months of life of unknown causes.]	L2	y	y	lethal	lethal	lethal	L2	L2	pre-infant-lethal
619902	HEPATORENOCARDIAC DEGENERATIVE FIBROSIS	Hepatorenocardiac degenerative fibrosis, 619902 (3)	Hepatorenocardiac degenerative fibrosis	n	-	-	-	TULP3	HGNC:12425	Hepatorenocardiac degenerative fibrosis, 619902 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619903	PERIPHERAL MOTOR NEUROPATHY, CHILDHOOD-ONSET, BIOTIN-RESPONSIVE	Peripheral motor neuropathy, childhood-onset, biotin-responsive, 619903 (3)	Peripheral motor neuropathy, childhood-onset, biotin-responsive	n	-	-	-	SLC5A6	HGNC:11041	Peripheral motor neuropathy, childhood-onset, biotin-responsive, 619903 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L4	L4	post-infant-lethal
619908	NEURODEVELOPMENTAL DISORDER WITH LANGUAGE DELAY AND SEIZURES	Neurodevelopmental disorder with language delay and seizures, 619908 (3)	Neurodevelopmental disorder with language delay and seizures	n	-	-	-	TIAM1	HGNC:11805	Neurodevelopmental disorder with language delay and seizures, 619908 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619909	PONTOCEREBELLAR HYPOPLASIA, TYPE 17	Pontocerebellar hypoplasia, type 17, 619909 (3)	Pontocerebellar hypoplasia, type 17	y	PONTOCEREBELLAR HYPOPLASIA, TYPE 17; PCH17	Description|Clinical Features|Clinical Synopsis|Phenotype	die|died|death|deaths	PRDM13	HGNC:13998	Pontocerebellar hypoplasia, type 17, 619909 (3), Autosomal recessive	Autosomal recessive	y	y	[Four children died between 22 days and 25 months of age]	L2	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
619910	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 66	Intellectual developmental disorder, autosomal dominant 66, 619910 (3)	Intellectual developmental disorder, autosomal dominant 66	n	-	-	-	ATP2B1	HGNC:814	Intellectual developmental disorder, autosomal dominant 66, 619910 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619911	INTELLECTUAL DEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND EARLY-ONSET DOPA-RESPONSIVE DYSTONIA-PARKINSONISM	Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism, 619911 (3)	Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism	n	-	-	-	NR4A2	HGNC:7981	Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism, 619911 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619913	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 103	Developmental and epileptic encephalopathy 103, 619913 (3)	Developmental and epileptic encephalopathy 103	n	-	-	-	KCNC2	HGNC:6234	Developmental and epileptic encephalopathy 103, 619913 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619922	NEURODEVELOPMENTAL DISORDER WITH DYSTONIA AND SEIZURES	Neurodevelopmental disorder with dystonia and seizures, 619922 (3)	Neurodevelopmental disorder with dystonia and seizures	y	NEURODEVELOPMENTAL DISORDER WITH DYSTONIA AND SEIZURES; NEDDS	Clinical Features|Clinical Synopsis	death|deaths|died	SHQ1	HGNC:25543	Neurodevelopmental disorder with dystonia and seizures, 619922 (3), Autosomal recessive	Autosomal recessive	y	y	[One of the sisters developed seizures at age 10 years, resulting in sudden death.]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
619924	IMMUNODEFICIENCY 105	Immunodeficiency 105, severe combined, 619924 (3)	Immunodeficiency 105, severe combined	y	IMMUNODEFICIENCY 105; IMD105	Clinical Features|Clinical Synopsis	died|death|deaths	PTPRC	HGNC:9666	Immunodeficiency 105, severe combined, 619924 (3), Autosomal recessive	Autosomal recessive	y	y	[patient underwent bone marrow transplant at age 8 months, but died 55 days later]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
619927	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 67	Intellectual developmental disorder, autosomal dominant 67, 619927 (3)	Intellectual developmental disorder, autosomal dominant 67	n	-	-	-	GRIA1	HGNC:4571	Intellectual developmental disorder, autosomal dominant 67, 619927 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619934	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 68	Intellectual developmental disorder, autosomal dominant 68, 619934 (3)	Intellectual developmental disorder, autosomal dominant 68	n	-	-	-	KMT2B	HGNC:15840	Intellectual developmental disorder, autosomal dominant 68, 619934 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619935	IMMUNODEFICIENCY 106, SUSCEPTIBILITY TO VIRAL INFECTIONS	Immunodeficiency 106, susceptibility to viral infections, 619935 (3)	Immunodeficiency 106, susceptibility to viral infections	y	IMMUNODEFICIENCY 106, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD106	Clinical Features|Clinical Synopsis|Phenotype	death|deaths|died|fatal	IFNAR1	HGNC:5432	Immunodeficiency 106, susceptibility to viral infections, 619935 (3), Autosomal recessive	Autosomal recessive	y	y	[resulting in death around 20 months of age .. first cousin of the patient (P3) died at age 12 months following a severe adverse reaction to MMR vaccination]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
619937	SPERMATOGENIC FAILURE 74	Spermatogenic failure 74, 619937 (3)	Spermatogenic failure 74	n	-	-	-	MSH5	HGNC:7328	Spermatogenic failure 74, 619937 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619938	PREMATURE OVARIAN FAILURE 20	Premature ovarian failure 20, 619938 (3)	Premature ovarian failure 20	y	PREMATURE OVARIAN FAILURE 20; POF20	Clinical Features	spontaneous_abortion|spontaneous_abortions	MSH4	HGNC:7327	Premature ovarian failure 20, 619938 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous|nonlethal	ambiguous	-	-	-
619947	WAARDENBURG SYNDROME, TYPE 2F	Waardenburg syndrome, type 2F, 619947 (3)	Waardenburg syndrome, type 2F	y	WAARDENBURG SYNDROME, TYPE 2F; WS2F	Clinical Features	death|deaths	KITLG	HGNC:6343	Waardenburg syndrome, type 2F, 619947 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous|nonlethal	ambiguous	-	-	-
619949	SPERMATOGENIC FAILURE 75	Spermatogenic failure 75, 619949 (3)	Spermatogenic failure 75	n	-	-	-	SHOC1	HGNC:26535	Spermatogenic failure 75, 619949 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619950	TESSADORI-BICKNELL-VAN HAAFTEN NEURODEVELOPMENTAL SYNDROME 3	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3, 619950 (3)	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3	n	-	-	-	H4C5	HGNC:4790	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3, 619950 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619951	TESSADORI-BICKNELL-VAN HAAFTEN NEURODEVELOPMENTAL SYNDROME 4	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 4, 619951 (3)	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 4	y	TESSADORI-BICKNELL-VAN HAAFTEN NEURODEVELOPMENTAL SYNDROME 4; TEBIVANED4	Clinical Features	died	H4C9	HGNC:4793	Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 4, 619951 (3), Autosomal dominant	Autosomal dominant	y	n	-	-	-	-	ambiguous	ambiguous	ambiguous	-	-	-
619955	DWORSCHAK-PUNETHA NEURODEVELOPMENTAL SYNDROME	Dworschak-Punetha neurodevelopmental syndrome, 619955 (3)	Dworschak-Punetha neurodevelopmental syndrome	n	-	-	-	PLXNA1	HGNC:9099	Dworschak-Punetha neurodevelopmental syndrome, 619955 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619959	ACCES SYNDROME	ACCES syndrome, 619959 (3)	ACCES syndrome	n	-	-	-	UBA2	HGNC:30661	ACCES syndrome, 619959 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619964	DEVELOPMENTAL DELAY, IMPAIRED SPEECH, AND BEHAVIORAL ABNORMALITIES, WITH OR WITHOUT SEIZURES	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures, 619964 (3)	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures	n	-	-	-	ARFGEF1	HGNC:15772	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures, 619964 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619966	SPASTIC PARAPLEGIA 87, AUTOSOMAL RECESSIVE	Spastic paraplegia 87, autosomal recessive, 619966 (3)	Spastic paraplegia 87, autosomal recessive	n	-	-	-	TMEM63C	HGNC:23787	Spastic paraplegia 87, autosomal recessive, 619966 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619967	CONGENITAL MYOPATHY 11	Congenital myopathy 11, 619967 (3)	Congenital myopathy 11	n	-	-	-	HACD1	HGNC:9639	Congenital myopathy 11, 619967 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619970	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 104	Developmental and epileptic encephalopathy 104, 619970 (3)	Developmental and epileptic encephalopathy 104	y	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 104; DEE104	Clinical Features|Phenotype	stillborn|lethality	ATP6V0A1	HGNC:865	Developmental and epileptic encephalopathy 104, 619970 (3), Autosomal dominant	Autosomal dominant	y	n	-	-	-	-	ambiguous	ambiguous|nonlethal	ambiguous	-	-	-
619971	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY AND BRAIN ATROPHY	Neurodevelopmental disorder with epilepsy and brain atrophy, 619971 (3)	Neurodevelopmental disorder with epilepsy and brain atrophy	n	-	-	-	ATP6V0A1	HGNC:865	Neurodevelopmental disorder with epilepsy and brain atrophy, 619971 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	ambiguous|nonlethal	ambiguous	-	-	-
619972	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT, ABSENT LANGUAGE, CEREBRAL HYPOMYELINATION, AND BRAIN ATROPHY	Neurodevelopmental disorder with severe motor impairment, absent language, cerebral hypomyelination, and brain atrophy, 619972 (3)	Neurodevelopmental disorder with severe motor impairment, absent language, cerebral hypomyelination, and brain atrophy	y	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT, ABSENT LANGUAGE, CEREBRAL HYPOMYELINATION, AND BRAIN ATROPHY; NEDMLHB	Phenotype	death|deaths	TAF8	HGNC:17300	Neurodevelopmental disorder with severe motor impairment, absent language, cerebral hypomyelination, and brain atrophy, 619972 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous	ambiguous	-	-	-
619975	TUMOR PREDISPOSITION SYNDROME 2	Tumor predisposition syndrome 2, 619975 (3)	Tumor predisposition syndrome 2	y	TUMOR PREDISPOSITION SYNDROME 2; TPDS2	Clinical Features	died	MBD4	HGNC:6919	Tumor predisposition syndrome 2, 619975 (3), Autosomal recessive	Autosomal recessive	y	y	[who developed AML in their early thirties. The disease was refractory to treatment in patient EMC-AML-1, and he died of relapsed AML several years later ]	L6	y	-	lethal	lethal	lethal	L6	L6	post-infant-lethal
619977	MACULAR DYSTROPHY, RETINAL, 4	Macular dystrophy, retinal, 4, 619977 (3)	Macular dystrophy, retinal, 4	n	-	-	-	CLEC3B	HGNC:11891	Macular dystrophy, retinal, 4, 619977 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619983	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 105 WITH HYPOPITUITARISM	Developmental and epileptic encephalopathy 105 with hypopituitarism, 619983 (3)	Developmental and epileptic encephalopathy 105 with hypopituitarism	y	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 105 WITH HYPOPITUITARISM; DEE105	Clinical Features|Clinical Synopsis	died|death|deaths	HID1	HGNC:15736	Developmental and epileptic encephalopathy 105 with hypopituitarism, 619983 (3), Autosomal recessive	Autosomal recessive	y	y	[Two sibs from family 1 died within the first years of life due to respiratory complications or intractable seizures. Patient 4 (family 3) died at the age of 2 years (Weber, 2022). ]	L4	y	y	lethal	lethal	lethal	L4	L4	post-infant-lethal
619988	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 77	Intellectual developmental disorder, autosomal recessive 77, 619988 (3)	Intellectual developmental disorder, autosomal recessive 77	n	-	-	-	CEP104	HGNC:24866	Intellectual developmental disorder, autosomal recessive 77, 619988 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
619989	NEURODEVELOPMENTAL DISORDER WITH SPEECH DELAY AND VARIABLE OCULAR ANOMALIES	Neurodevelopmental disorder with speech delay and variable ocular anomalies, 619989 (3)	Neurodevelopmental disorder with speech delay and variable ocular anomalies	n	-	-	-	THUMPD1	HGNC:23807	Neurodevelopmental disorder with speech delay and variable ocular anomalies, 619989 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
